Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
Pubmed	19382692	[Regulation of ceruloplasmin gene activity in mammary gland cells].	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	CP
Pubmed	1352271	Molecular analysis of the gene for the human vitamin-D-binding protein (group-specific component): allelic differences of the common genetic GC types.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	GC
Pubmed	20394361	Lysine and arginine side chains in glycosaminoglycan-protein complexes investigated by NMR, cross-linking, and mass spectrometry: a case study of the factor H-heparin interaction.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	CFH
Pubmed	23233678	Dual role of an N-terminal amyloidogenic mutation in apolipoprotein A-I: destabilization of helix bundle and enhancement of fibril formation.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	APOA1
Pubmed	21454452	??-glycoprotein I: a novel component of innate immunity.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	APOH
Pubmed	12270762	Gene-drug interaction: additive influence of mutant APOA1 and testosterone on plasma HDL-cholesterol.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	APOA1
Pubmed	9480842	The H4P heavy chain of inter-alpha-inhibitor family largely differs in the structure and synthesis of its prolin-rich region from rat to human.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	ITIH4
Pubmed	22912729	SERPINA1 PiZ and PiS heterozygotes and lung function decline in the SAPALDIA cohort.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	SERPINA1
Pubmed	33305623	Apolipoprotein AI amyloid deposits in the ligamentum flavum in patients with lumbar spinal canal stenosis.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	APOA1
Pubmed	32417149	Prevalence of Anti-Neutrophil Cytoplasmic Antibodies and Associated Vasculitis in COPD Associated With Alpha-1 Antitrypsin Deficiency: An Ancillary Study to a Prospective Study on 180 French Patients.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	SERPINA1
Pubmed	22160262	Polymorphism of transglutaminase 2: unusually low frequency of genomic variants with deficient functions.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	TGM2
Pubmed	15059409	[The relationship between vitamin D binding protein gene polymorphism and chronic obstructive pulmonary disease].	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	GC
Pubmed	27735945	Liver ubiquitome uncovers nutrient-stress-mediated trafficking and secretion of complement C3.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	C3
Pubmed	31443619	Fibrinogen alpha amyloidosis: insights from proteomics.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	FGA
Pubmed	30116249	The p.Arg435His Variation of IgG3 With High Affinity to FcRn Is Associated With Susceptibility for Pemphigus Vulgaris-Analysis of Four Different Ethnic Cohorts.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	IGHG3
Pubmed	16091367	Tyrosine modification is not required for myeloperoxidase-induced loss of apolipoprotein A-I functional activities.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	APOA1
Pubmed	14666619	Expression of apolipoprotein A1 in colonic adenocarcinoma.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	APOA1
Pubmed	18476570	[Distributions of high-sensitivity C-reactive protein and its association with metabolic syndrome in population aged 45-74 in Beijing].	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	CRP
Pubmed	22004660	Genetic variants, immune function, and risk of pre-eclampsia among American Indians.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	CRP
Pubmed	27091202	C-reactive protein as a prognostic factor in patients with chordoma of lumbar spine and sacrum--a single center pilot study.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	CRP
Pubmed	18787013	TaqMan-based real-time PCR for genotyping common polymorphisms of haptoglobin (HP1 and HP2).	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	HP
Pubmed	29656292	C-Reactive Protein and Procalcitonin in Case Reports of Drug Reaction with Eosinophilia and Systemic Symptoms (DRESS) Syndrome.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	CRP
Pubmed	19861246	[Denaturing high-performance liquid chromatography for screening antithrombin III gene mutation and polymorphisms in patients with cerebral venous thrombosis].	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	SERPINC1
Pubmed	22592028	Statin therapy to reduce stent thrombosis in acute myocardial infarction patients with elevated high-sensitivity C-reactive protein.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	CRP
Pubmed	23702842	Structural alterations of human serum albumin caused by glycative and oxidative stressors revealed by circular dichroism analysis.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	ALB
Pubmed	18535392	Molecular diagnosis and management of hereditary angioedema in a Greek family.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	SERPING1
Pubmed	22713578	Apparent activation energies associated with protein dynamics on hydrophobic and hydrophilic surfaces.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	FGA
Pubmed	19440331	Role of haptoglobin in polycystic ovary syndrome (PCOS), obesity and disorders of glucose tolerance in premenopausal women.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	HP
Pubmed	18957790	C-reactive protein elevation and rapid angiographic progression of nonculprit lesion in patients with non-ST-segment elevation acute coronary syndrome.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	CRP
Pubmed	18055473	Allelic variation at the C-reactive protein gene associates to both hand osteoarthritis severity and serum high sensitive C-reactive protein levels in the GARP study.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	CRP
Pubmed	24941082	Loss-of-function mutations in APOC3 and risk of ischemic vascular disease.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	APOC3
Pubmed	24941081	Loss-of-function mutations in APOC3, triglycerides, and coronary disease.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	APOC3
Pubmed	28369777	Serum 25-hydroxyvitamin D, vitamin D binding protein, and prostate cancer risk in black men.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	GC
Pubmed	33088172	Ablation of C3 modulates macrophage reactivity in the outer retina during photo-oxidative damage.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	C3
Pubmed	25966120	Dual role of vitamin D-binding protein 1F allele in chronic obstructive pulmonary disease susceptibility: a meta-analysis.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	GC
Pubmed	21383672	C-reactive protein promotes acute renal inflammation and fibrosis in unilateral ureteral obstructive nephropathy in mice.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	CRP
Pubmed	20862287	Functional variant in complement C3 gene promoter and genetic susceptibility to temporal lobe epilepsy and febrile seizures.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	C3
Pubmed	30105541	Allosteric inhibition site of transglutaminase 2 is unveiled in the N terminus.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	TGM2
Pubmed	24885977	Haplotype analysis of ApoAI gene and sepsis-associated acute lung injury.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	APOA1
Pubmed	12810961	Transglutaminase 2-/- mice reveal a phagocytosis-associated crosstalk between macrophages and apoptotic cells.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	TGM2
Pubmed	16900211	Serpin A1 is overexpressed in ALK+ anaplastic large cell lymphoma and its expression correlates with extranodal dissemination.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	SERPINA1
Pubmed	7606167	Affinity purification of human plasma vitamin D-binding protein.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	GC
Pubmed	6419127	Most kappa immunoglobulin mRNA in human lymphocytes is homologous to a small family of germ-line V genes.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	IGKV3-20
Pubmed	16407342	Association of haptoglobin levels with age, parasite density, and haptoglobin genotype in a malaria-endemic area of Gabon.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	HP
Pubmed	26181365	The Borrelia afzelii outer membrane protein BAPKO_0422 binds human factor-H and is predicted to form a membrane-spanning ?-barrel.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	CFH
Pubmed	3257351	Emphysema associated with complete absence of alpha 1- antitrypsin in serum and the homozygous inheritance [corrected] of a stop codon in an alpha 1-antitrypsin-coding exon.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	SERPINA1
Pubmed	18273814	A/G Gln20Arg (exon 1) and G/A Val156Met (exon 5) polymorphisms of the human orosomucoid 1 gene in Mexico.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	ORM1
Pubmed	22864623	Aberrant O-glycosylation and anti-glycan antibodies in an autoimmune disease IgA nephropathy and breast adenocarcinoma.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	IGHA1
Pubmed	27271159	Prognostic value of C-reactive protein in cirrhosis: external validation from the CANONIC cohort.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	CRP
Pubmed	32887189	Reference range for C1-esterase inhibitor (C1 INH) in the third trimester of pregnancy.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	SERPING1
Pubmed	26335098	Monomeric C-reactive protein--a key molecule driving development of Alzheimer's disease associated with brain ischaemia?	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	CRP
Pubmed	12786756	Genetic epidemiology of alpha-1 antitrypsin deficiency in southern Europe: France, Italy, Portugal and Spain.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	SERPINA1
Pubmed	11743713	Crystal structures of human serum albumin complexed with monounsaturated and polyunsaturated fatty acids.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	ALB
Pubmed	27150021	Accumulation of C-reactive protein in basal keratinocytes of normal skins.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	CRP
Pubmed	25336505	Serum zonulin is elevated in women with polycystic ovary syndrome and correlates with insulin resistance and severity of anovulation.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	HP
Pubmed	21958326	B-type natriuretic peptide and high sensitive C-reactive protein predict 2-year all cause mortality in chest pain patients: a prospective observational study from Salta, Argentina.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	CRP
Pubmed	16648359	The human vitamin D-binding protein gene contains locus control determinants sufficient for autonomous activation in hepatic chromatin.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	GC
Pubmed	19439303	Prognostic value of plasma high-sensitivity C-reactive protein levels in Japanese patients with stable coronary artery disease: the Japan NCVC-Collaborative Inflammation Cohort (JNIC) Study.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	CRP
Pubmed	25917100	C-reactive protein directly suppresses Th1 cell differentiation and alleviates experimental autoimmune encephalomyelitis.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	CRP
Pubmed	32293297	Lower level of complement component C3 and C3a in the plasma means poor outcome in the patients with hepatitis B virus related acute-on-chronic liver failure.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	C3
Pubmed	8274732	Antithrombin-Gly 424 Arg: a novel point mutation responsible for type 1 antithrombin deficiency and neonatal thrombosis.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	SERPINC1
Pubmed	19560102	Elevated C-reactive protein levels are associated with prevalent dementia in the oldest-old.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	CRP
Pubmed	17438360	The anti-apoptotic activity of albumin for endothelium is mediated by a partially cryptic protein domain and reduced by inhibitors of G-coupled protein and PI-3 kinase, but is independent of radical scavenging or bound lipid.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	ALB
Pubmed	17018627	The COOH-terminal globular domain of fibrinogen gamma chain suppresses angiogenesis and tumor growth.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	FGG
Pubmed	6326808	Platelet receptor recognition site on human fibrinogen. Synthesis and structure-function relationship of peptides corresponding to the carboxy-terminal segment of the gamma chain.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	FGG
Pubmed	6688992	Molecular cloning of human haptoglobin cDNA: evidence for a single mRNA coding for alpha 2 and beta chains.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	HP
Pubmed	2462561	Human fibroblast collagenase-alpha-macroglobulin interactions. Localization of cleavage sites in the bait regions of five mammalian alpha-macroglobulins.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	PZP
Pubmed	35062811	Association of CRP Haplotypes in Rheumatoid Arthritis and their Correlation with Severity of the Disease.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	CRP
Pubmed	24316228	The extreme N-terminal region of human apolipoprotein A-I has a strong propensity to form amyloid fibrils.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	APOA1
Pubmed	16697386	Analysis of the effect of multiple genetic variants of cardiovascular disease risk on insulin concentration variability in healthy adults of the STANISLAS cohort. The role of FGB-455 G/A polymorphism.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	FGB
Pubmed	14967730	C-reactive protein upregulates complement-inhibitory factors in endothelial cells.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	CRP
Pubmed	17880812	[hsCRP protein in children and adolescents with diabetes type 1].	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	CRP
Pubmed	21501302	Novel compound heterozygous mutations in the C3 gene: hereditary C3 deficiency.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	C3
Pubmed	8512321	A novel polymorphism of human serum amyloid A protein, SAA1 gamma, is characterized by alanines at both residues 52 and 57.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	SAA1
Pubmed	25299043	Complement alternative pathway activation in human nonalcoholic steatohepatitis.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	C3
Pubmed	24011543	Association of cerebrospinal fluid A?42 with A2M gene in cognitively normal subjects.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	A2M
Pubmed	26385339	Serum Albumin Domain Structures in Human Blood Serum by Mass Spectrometry and Computational Biology.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	ALB
Pubmed	8739078	Prostate specific antigen--a new constituent of breast cyst fluid.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	SERPINA3
Pubmed	11159525	Aberrant fibrin formation and cross-linking of fibrinogen Nieuwegein, a variant with a shortened Aalpha-chain, alters endothelial capillary tube formation.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	FGA
Pubmed	10368284	The physiological structure of human C-reactive protein and its complex with phosphocholine.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	CRP
Pubmed	20104494	Complement component C3 allotypes and outcomes in liver transplantation.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	C3
Pubmed	6687683	Structural alterations in alpha 1-antichymotrypsin from normal and acute phase human plasma.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	SERPINA3
Pubmed	25060348	Serum fucosylated haptoglobin in chronic liver diseases as a potential biomarker of hepatocellular carcinoma development.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	HP
Pubmed	23017899	Differential subcellular targeting of recombinant human ??-proteinase inhibitor influences yield, biological activity and in planta stability of the protein in transgenic tomato plants.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	SERPINA1
Pubmed	3036819	Isolation of the hemopexin receptor from human placenta.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	HPX
Pubmed	30564965	Changes Due to Ageing in the Glycan Structure of Alpha-2-Macroglobulin and Its Reactivity with Ligands.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	A2M
Pubmed	26106052	High levels of vitamin D in relation to reduced risk of schizophrenia with elevated C-reactive protein.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	CRP
Pubmed	9623982	Tissue transglutaminase selectively modifies gliadin peptides that are recognized by gut-derived T cells in celiac disease.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	TGM2
Pubmed	23725496	Metabolic syndrome, C-reactive protein and microalbuminuria in a rural Chinese population: a cross-sectional study.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	CRP
Pubmed	11728146	Mutation in the promoter region of the beta-fibrinogen gene and the risk of future myocardial infarction, stroke and venous thrombosis.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	FGB
Pubmed	15853546	C-reactive protein, cardiovascular disease and stroke: new roles for an old biomarker.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	CRP
Pubmed	28860090	The secreted Candida albicans protein Pra1 disrupts host defense by broadly targeting and blocking complement C3 and C3 activation fragments.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	C3
Pubmed	19394732	Comorbidity and acute clinical events as determinants of C-reactive protein variation in hemodialysis patients: implications for patient survival.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	CRP
Pubmed	11158219	The molecular basis of familial hemolytic uremic syndrome: mutation analysis of factor H gene reveals a hot spot in short consensus repeat 20.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	CFH
Pubmed	24560896	FGB mutations leading to congenital quantitative fibrinogen deficiencies: an update and report of four novel mutations.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	FGB
Pubmed	17151483	No association of complement factor H gene polymorphism and age-related macular degeneration in the Japanese population.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	CFH
Pubmed	18222182	Transcripts of ceruloplasmin but not hepcidin, both major iron metabolism genes, exhibit a decreasing pattern along the portocentral axis of mouse liver.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	CP
Pubmed	18766990	The frequency of the H402 allele of CFH and its involvement with age-related maculopathy in an aged Black African Xhosa population.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	CFH
Pubmed	33679775	C-Reactive Protein Triggers Cell Death in Ischemic Cells.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	CRP
Pubmed	18726069	Serum amyloid A: an acute-phase protein involved in tumour pathogenesis.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	SAA1
Pubmed	18032779	Vitamin E supplementation reduces cardiovascular events in a subgroup of middle-aged individuals with both type 2 diabetes mellitus and the haptoglobin 2-2 genotype: a prospective double-blinded clinical trial.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	HP
Pubmed	31837045	The association of serum vitamin D-binding protein and 25-hydroxyvitamin D in pre-operative and post-operative colorectal cancer.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	GC
Pubmed	7716520	Killing of trypanosomes by the human haptoglobin-related protein.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	HPR
Pubmed	21248165	Zonulin and its regulation of intestinal barrier function: the biological door to inflammation, autoimmunity, and cancer.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	HP
Pubmed	31899330	Predictive value of mesangial C3 and C4d deposition in IgA nephropathy.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	C3
Pubmed	16877387	Association of the Y402H polymorphism in complement factor H gene and neovascular age-related macular degeneration in Chinese patients.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	CFH
Pubmed	29309973	Digital Polymerase Chain Reaction Quantification of SERPINA1 Predicts Prognosis in High-Grade Glioma.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	SERPINA1
Pubmed	2499887	Two murine natural polyreactive autoantibodies are encoded by nonmutated germ-line genes.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	IGHM
Pubmed	25084341	Interaction of serum amyloid P component with hexanoyl bis(D-proline) (CPHPC).	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	APCS
Pubmed	16936276	Complement plays an important role in spinal cord injury and represents a therapeutic target for improving recovery following trauma.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	C3
Pubmed	19728551	Postoperative variation of C-reactive protein and procalcitonin in patients with gastrointestinal cancer.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	CRP
Pubmed	22365588	C-reactive protein (CRP) is a predictor of high medical-care expenditures in a community-based elderly population aged 70 years and over: the Tsurugaya project.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	CRP
Pubmed	12122052	Inflammation-dependent cerebral deposition of serum amyloid a protein in a mouse model of amyloidosis.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	SAA2
Pubmed	3931677	Distribution of apolipoprotein A-I, C-II, C-III, and E mRNA in fetal human tissues. Time-dependent induction of apolipoprotein E mRNA by cultures of human monocyte-macrophages.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	APOC3
Pubmed	12135356	Structural requirements for the intracellular subunit polymerization of the complement inhibitor C4b-binding protein.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	C4BPA
Pubmed	24097797	Increased ERK signalling promotes inflammatory signalling in primary airway epithelial cells expressing Z ?1-antitrypsin.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	SERPINA1
Pubmed	22971141	Alpha-1-antitrypsin deficiency in Serbian adults with lung diseases.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	SERPINA1
Pubmed	33740951	Preoperative C-reactive protein to albumin ratio and oral health in oral squamous cell carcinoma patients.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	CRP
Pubmed	15890566	Guanidine hydrochloride denaturation of human serum albumin originates by local unfolding of some stable loops in domain III.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	ALB
Pubmed	28222033	Non-HDL-cholesterol and C-reactive protein in children and adolescents with type 1 diabetes.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	CRP
Pubmed	17043648	Tissue transglutaminase expression promotes cell attachment, invasion and survival in breast cancer cells.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	TGM2
Pubmed	24808122	Association between C-reactive protein rapid test and group A streptococcus infection in acute pharyngitis.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	CRP
Pubmed	7297678	Proalbumin Lille, a new variant of human serum albumin.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	ALB
Pubmed	24811768	Testosterone and high-sensitive C-reactive protein in coronary artery disease patients awaiting coronary artery bypass graft.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	CRP
Pubmed	30862180	Does insomnia modify the association between C-reactive protein and migraine? The Tromsø Study 2015-2016.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	CRP
Pubmed	9405673	The anticoagulant activation of antithrombin by heparin.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	SERPINC1
Pubmed	15300640	[Relationship between fibrinogen B beta gene FGB -455G/A polymorphism and atherosclerotic cerebral infarction].	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	FGB
Pubmed	34414600	Evolutionary and structural constraints influencing apolipoprotein A-I amyloid behavior.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	APOA1
Pubmed	27496931	C-reactive protein level partially mediates the relationship between moderate alcohol use and frailty: the Health and Retirement Study.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	CRP
Pubmed	25182841	Fibrinogen and factor XIII at the intersection of coagulation, fibrinolysis and inflammation.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	FGA
Pubmed	31622379	Genetic analysis of hsCRP in American Indians: The Strong Heart Family Study.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	CRP
Pubmed	28644352	Elevated Serum Tissue Transglutaminase Antibodies in Children With Eosinophilic Esophagitis.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	TGM2
Pubmed	23268292	Association of haptoglobin phenotypes with serum levels of IgE and IgA in allergic rhinitis patients.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	HP
Pubmed	12498804	In vitro and in silico design of alpha1-antitrypsin mutants with different conformational stabilities.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	SERPINA1
Pubmed	27784852	Mast cell specific immunological biomarkers and metabolic syndrome among middle-aged and older Chinese adults.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	CRP
Pubmed	18344622	C-reactive protein, left ventricular mass index, and risk of cardiovascular disease in essential hypertension.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	CRP
Pubmed	20656001	Liver-specific expression of an exogenous gene controlled by human apolipoprotein A-I promoter.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	APOA1
Pubmed	23773138	Influence of maternal and cord blood C-reactive protein on childhood respiratory symptoms and eczema.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	CRP
Pubmed	25071084	Association of early kidney allograft failure with preformed IgA antibodies to ?2-glycoprotein I.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	APOH
Pubmed	25612476	Investigating the CFH Gene Polymorphisms as a Risk Factor for Age-related Macular Degeneration in an Iranian Population.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	CFH
Pubmed	29572010	Heterotopic production of ceruloplasmin by lung adenocarcinoma is significantly correlated with prognosis.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	CP
Pubmed	18836527	Immune complex glomerulonephritis following bone marrow transplantation in C3 deficient mice.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	C3
Pubmed	26060162	MPV and other inflammatory markers in diagnosing acute appendicitis.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	CRP
Pubmed	28490660	Hiding in plain sight: immune evasion by the staphylococcal protein SdrE.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	CFH
Pubmed	26625519	[An Association Between T455C Polymorphism of Apolipoprotein C-III Gene, Insulin Resistance and Metabolic Syndrome Components].	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	APOC3
Pubmed	25495992	Association between two ?-2-macroglobulin gene polymorphisms and Parkinson's disease: a meta-analysis.	Pubmed	1.245E-3	1.000E0	2.103E-3	2.125E-2	1	1	A2M
