Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
Pubmed	8464897	Highly lytic CD8+, alpha beta T-cell receptor cytotoxic T cells with major histocompatibility complex (MHC) class I antigen-directed cytotoxicity in beta 2-microglobulin, MHC class I-deficient mice.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	B2M
Pubmed	16764725	ICP0 antagonizes Stat 1-dependent repression of herpes simplex virus: implications for the regulation of viral latency.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	STAT1
Pubmed	22769061	Extended JAK activation and delayed STAT1 dephosphorylation contribute to the distinct signaling profile of CNS neurons exposed to interferon-gamma.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	STAT1
Pubmed	16210588	The CD85J/leukocyte inhibitory receptor-1 distinguishes between conformed and beta 2-microglobulin-free HLA-G molecules.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-G
Pubmed	28929613	HLA-G gene 14-bp deletion variant protects Iranian subjects against chronic hepatitis B infection.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-G
Pubmed	23605689	Elevation of human leukocyte antigen-G expression is associated with the severe encephalitis associated with neurogenic pulmonary edema caused by Enterovirus 71.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-G
Pubmed	20662656	The expression of STAT-1 and phosphorylated STAT-1 in conjunctival granulomas.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	STAT1
Pubmed	25292288	Characterization of ?2-microglobulin expression in different types of breast cancer.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	B2M
Pubmed	7664795	Control of thymus-independent intestinal intraepithelial lymphocytes by beta 2-microglobulin.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	B2M
Pubmed	1631092	Beta 2-microglobulin-, CD8+ T-cell-deficient mice survive inoculation with high doses of vaccinia virus and exhibit altered IgG responses.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	B2M
Pubmed	31711963	Structural Heterogeneity in the Preamyloid Oligomers of ?-2-Microglobulin.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	B2M
Pubmed	31549885	Association of 	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-G
Pubmed	9894856	HLA-E polymorphism in patients with recurrent spontaneous abortion.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-E
Pubmed	27664842	14-bp ins/del polymorphism and +3142C>G SNP of the HLA-G gene have a significant impact on acute rejection after liver transplantation.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-G
Pubmed	25500250	HLA-G and susceptibility to develop celiac disease.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-G
Pubmed	20610644	Antibodies to HLA-E in nonalloimmunized males: pattern of HLA-Ia reactivity of anti-HLA-E-positive sera.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-G
Pubmed	23265140	Case-control study of HLA-G promoter methylation status, HPV infection and cervical neoplasia in Curitiba, Brazil: a pilot analysis.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-G
Pubmed	9842888	The homogeneity of the TCRdelta repertoire expressed by the Thy-1dull gammadelta T cell population is due to cellular selection.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	B2M
Pubmed	16078275	Preservation of beta-cell function during immune-mediated, B7-1-dependent alpha-cell destruction.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	B2M
Pubmed	27465875	Mesenchymal Stem Cells Derived from Human Bone Marrow and Adipose Tissue Maintain Their Immunosuppressive Properties After Chondrogenic Differentiation: Role of HLA-G.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-G
Pubmed	11781232	Enforced expression of the Ikaros isoform IK5 decreases the numbers of extrathymic intraepithelial lymphocytes and natural killer 1.1+ T cells.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	B2M
Pubmed	22859396	Prognostic impact of ?-2-microglobulin expression in colorectal cancers stratified by mismatch repair status.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	B2M
Pubmed	23627021	[Association of HLA-G 14bp gene polymorphisms and plasma sHLA-G level with susceptibility to EV71 infection in children].	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-G
Pubmed	21084836	STAT1 interacts directly with cyclin D1/Cdk4 and mediates cell cycle arrest.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	STAT1
Pubmed	26116450	Hypermethylation of the HLA-G promoter is associated with preeclampsia.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-G
Pubmed	22421410	Expression of soluble HLA-G in multiple myeloma patients and patients with renal failure.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-G
Pubmed	26202804	Meta-analysis of the human leukocyte antigen-G (HLA-G) 14 bp insertion/deletion polymorphism as a risk factor for preeclampsia.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-G
Pubmed	19317745	HLA-G polymorphism and in vitro fertilization failure in a Polish population.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-G
Pubmed	28161409	Gain-of-function STAT1 mutations are associated with intracranial aneurysms.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	STAT1
Pubmed	26732125	Evaluation of serum markers in the LRF CLL4 trial: ?2-microglobulin but not serum free light chains, is an independent marker of overall survival.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	B2M
Pubmed	7995959	Induction of peptide-specific CD8+ CTL clones in beta 2-microglobulin-deficient mice.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	B2M
Pubmed	16867913	The -56T HLA-G promoter polymorphism is not associated with pre-eclampsia/eclampsia in Australian and New Zealand women.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-G
Pubmed	12039526	HLA-G exhibits low level of polymorphism in indigenous East Africans.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-G
Pubmed	15452265	Resolution of primary severe acute respiratory syndrome-associated coronavirus infection requires Stat1.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	STAT1
Pubmed	24882150	The emerging role of soluble HLA-G in the control of chemotaxis.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-G
Pubmed	31336247	Identification of a distinct subset of disease-associated gain-of-function missense mutations in the STAT1 coiled-coil domain as system mutants.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	STAT1
Pubmed	24081304	STAT1 negatively regulates spatial memory formation and mediates the memory-impairing effect of A?.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	STAT1
Pubmed	27078102	A distant trophoblast-specific enhancer controls HLA-G expression at the maternal-fetal interface.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-G
Pubmed	25972070	STAT1-Induced HLA Class I Upregulation Enhances Immunogenicity and Clinical Response to Anti-EGFR mAb Cetuximab Therapy in HNC Patients.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	STAT1
Pubmed	22395526	Association between two polymorphisms in the HLA-G gene and angiographic coronary artery disease.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-G
Pubmed	19232323	A beta2-microglobulin cleavage variant fibrillates at near-physiological pH.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	B2M
Pubmed	18292821	Antigens HLA-G, sHLA- G and sHLA- class I in reproductive failure.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-G
Pubmed	17678721	Immunogenetics of pregnancy: role of a 14-bp deletion in the maternal HLA-G gene in primiparous pre-eclamptic Brazilian women.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-G
Pubmed	18088490	[Prognostic significance of lactate dehydrogenase and beta2-microglobulin in chronic lymphocytic leukemia].	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	B2M
Pubmed	21395561	Association of the HLA-G gene +3142C>G polymorphism with systemic lupus erythematosus.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-G
Pubmed	22920460	Two glutamic acid residues in the DNA-binding domain are engaged in the release of STAT1 dimers from DNA.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	STAT1
Pubmed	12958308	Amyloid fibril formation in the context of full-length protein: effects of proline mutations on the amyloid fibril formation of beta2-microglobulin.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	B2M
Pubmed	31955869	The HLA-G 14-bp insertion/deletion polymorphism is associated with chronic hepatitis B in Southern Brazil: A case-control study.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-G
Pubmed	26514428	A novel gain-of-function STAT1 mutation resulting in basal phosphorylation of STAT1 and increased distal IFN-?-mediated responses in chronic mucocutaneous candidiasis.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	STAT1
Pubmed	24895473	Beta2-microglobulin as a diagnostic marker in cerebrospinal fluid: a follow-up study.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	B2M
Pubmed	23127550	HLA-G haplotype structure shows good conservation between different populations and good correlation with high, normal and low soluble HLA-G expression.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-G
Pubmed	14628085	Binding analysis of HLA-G specific antibodies to hematopoietic cells isolated from leukemia patients.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-G
Pubmed	21362620	Dimerization of Vaccinia virus VH1 is essential for dephosphorylation of STAT1 at tyrosine 701.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	STAT1
Pubmed	6160099	Genetic polymorphism of murine beta 2-microglobulin detected biochemically.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	B2M
Pubmed	24768599	Human leukocyte antigen G is associated with esophageal squamous cell carcinoma progression and poor prognosis.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-G
Pubmed	26956431	HLA-E polymorphism and soluble HLA-E plasma levels in chronic hepatitis B patients.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-E
Pubmed	33323395	Deficiency of Stat1 in CD11c	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	STAT1
Pubmed	22524657	Establishment of a monoclonal anti-pan HLA class I antibody suitable for immunostaining of formalin-fixed tissue: unusually high frequency of down-regulation in breast cancer tissues.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	B2M
Pubmed	22320867	Prognostic significance of phosphorylated STAT-1 expression in premenopausal and postmenopausal patients with invasive breast cancer.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	STAT1
Pubmed	18608865	Serum level of soluble human leukocyte antigen-G molecules in non-Hodgkin lymphoma: does it have a prognostic value?	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-G
Pubmed	24679070	Secondary structure in the core of amyloid fibrils formed from human ??m and its truncated variant ?N6.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	B2M
Pubmed	8093219	Antiviral immune responses of lymphocytic choriomeningitis virus-infected mice lacking CD8+ T lymphocytes because of disruption of the beta 2-microglobulin gene.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	B2M
Pubmed	22455690	[Expression of various subtypes of human leukocyte antigen-G in placenta of patients complicated with severe pre-eclampsia].	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-G
Pubmed	26882544	Response to interferons and antibacterial innate immunity in the absence of tyrosine-phosphorylated STAT1.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	STAT1
Pubmed	23974249	Dynamics and dimension of an amyloidogenic disordered state of human ?(2)-microglobulin.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	B2M
Pubmed	15331623	Capacity of myeloid and plasmacytoid dendritic cells especially at mature stage to express and secrete HLA-G molecules.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-G
Pubmed	21477834	Measles virus C protein suppresses gamma-activated factor formation and virus-induced cell growth arrest.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	STAT1
Pubmed	28429836	Increased levels of soluble HLA-G molecules in Tunisian patients with chronic hepatitis B infection.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-G
Pubmed	24571474	HLA-G 14?bp deletion/insertion polymorphism and mother-to-child transmission of HIV.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-G
Pubmed	15249659	An amyloid-forming segment of beta2-microglobulin suggests a molecular model for the fibril.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	B2M
Pubmed	21103908	HLA-G in organ transplantation: towards clinical applications.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-G
Pubmed	22450807	Inhibition of mammalian target of rapamycin augments lipopolysaccharide-induced lung injury and apoptosis.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	STAT1
Pubmed	11983325	Preservation of neurologic function during inflammatory demyelination correlates with axon sparing in a mouse model of multiple sclerosis.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	B2M
Pubmed	12181184	Effect of iron status on DMT1 expression in duodenal enterocytes from beta2-microglobulin knockout mice.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	B2M
Pubmed	15123634	Requirement of histone deacetylase activity for signaling by STAT1.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	STAT1
Pubmed	28923404	HLA-G coding region polymorphism is skewed in autistic spectrum disorders.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-G
Pubmed	26302057	Protection against Paracoccidioides brasiliensis infection in mice treated with modulated dendritic cells relies on inhibition of interleukin-10 production by CD8+ T cells.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	B2M
Pubmed	23247208	Post-transplant increase in soluble human leukocyte antigen-G associated with non-severe cardiac allograft vasculopathy.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-G
Pubmed	11835405	Lack of requirement of STAT1 for activation of nuclear factor-kappaB, c-Jun NH2-terminal protein kinase, and apoptosis by tumor necrosis factor-alpha.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	STAT1
Pubmed	28600033	Evaluation of HLA-G 14-bp ins/del and +3142G>C polymorphisms with susceptibility to recurrent spontaneous abortion.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-G
Pubmed	20487636	Soluble serum HLA-G in children with allergic rhinitis and asthma.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-G
Pubmed	28468825	Small molecule-mediated inhibition of ?-2-microglobulin-based amyloid fibril formation.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	B2M
Pubmed	15578261	The HLA-G*0105N null allele induces cell surface expression of HLA-E molecule and promotes CD94/NKG2A-mediated recognition in JAR choriocarcinoma cell line.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-G
Pubmed	22973045	Double-stranded RNA induces biphasic STAT1 phosphorylation by both type I interferon (IFN)-dependent and type I IFN-independent pathways.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	STAT1
Pubmed	27173460	Beta-2-microglobulin (B2M) expression in the urinary sediment correlates with clinical markers of kidney disease in patients with type 1 diabetes.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	B2M
Pubmed	20587875	Beta-2 microglobulin levels in hemodialysis patients.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	B2M
Pubmed	32549769	MiR-103 protects from recurrent spontaneous abortion via inhibiting STAT1 mediated M1 macrophage polarization.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	STAT1
Pubmed	33709198	Immunomodulating functions of human leukocyte antigen-G and its role in graft-versus-host disease after allogeneic hematopoietic stem cell transplantation.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-G
Pubmed	26592235	Distal regulatory element of the STAT1 gene potentially mediates positive feedback control of STAT1 expression.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	STAT1
Pubmed	23694787	RNA interfering targeting human leukocyte antigen-G enhanced immune surveillance mediated by the natural killer cells on hepatocellular carcinoma.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-G
Pubmed	28774347	microRNA dysregulation in polyglutamine toxicity of TATA-box binding protein is mediated through STAT1 in mouse neuronal cells.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	STAT1
Pubmed	26742443	The Relationship between HLA-G Gene Polymorphisms and Repeated Implantation Failure in Infertile Couples Undergoing Assisted Reproductive Technique.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-G
Pubmed	11676539	Beta(2)-microglobulin and its deamidated variant, N17D form amyloid fibrils with a range of morphologies in vitro.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	B2M
Pubmed	22437822	A novel STAT1 mutation associated with disseminated mycobacterial disease.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	STAT1
Pubmed	27481166	Macromolecular crowding favors the fibrillization of ?2-microglobulin by accelerating the nucleation step and inhibiting fibril disassembly.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	B2M
Pubmed	3199068	The organization of the mouse Igh-V locus. Dispersion, interspersion, and the evolution of VH gene family clusters.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	B2M
Pubmed	19874554	Serum soluble interleukin-2 receptor, beta2-microglobulin, lactate dehydrogenase and erythrocyte sedimentation rate in children with Hodgkin's lymphoma.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	B2M
Pubmed	22930786	Soluble human leukocyte antigen-g and its insertion/deletion polymorphism in papillary thyroid carcinoma: novel potential biomarkers of disease?	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-G
Pubmed	14698299	beta2-microglobulin H31Y variant 3D structure highlights the protein natural propensity towards intermolecular aggregation.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	B2M
Pubmed	26302084	The Presence of HLA-E-Restricted, CMV-Specific CD8+ T Cells in the Blood of Lung Transplant Recipients Correlates with Chronic Allograft Rejection.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-E
Pubmed	2685607	Germ-line transmission of a disrupted beta 2-microglobulin gene produced by homologous recombination in embryonic stem cells.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	B2M
Pubmed	1390678	1H NMR assignments and secondary structure of human beta 2-microglobulin in solution.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	B2M
Pubmed	16728283	Reduction of graft-versus-host disease by histone deacetylase inhibitor suberonylanilide hydroxamic acid is associated with modulation of inflammatory cytokine milieu and involves inhibition of STAT1.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	STAT1
Pubmed	24854161	sHLA-G involved in the apoptosis of decidual natural killer cells following Toxoplasma gondii infection.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-G
Pubmed	32867672	Predicting the most deleterious missense nsSNPs of the protein isoforms of the human HLA-G gene and in silico evaluation of their structural and functional consequences.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-G
Pubmed	23592762	Regulation and function of immunosuppressive molecule human leukocyte antigen G5 in human bone tissue.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-G
Pubmed	2294403	Transcription analysis, physical mapping, and molecular characterization of a nonclassical human leukocyte antigen class I gene.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-H
Pubmed	30674474	Hypomethylation of 	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	STAT1
Pubmed	21107472	Beta2-microglobulin causes abnormal phosphatidylserine exposure in human red blood cells.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	B2M
Pubmed	18509163	HLA-G gene polymorphism in human placentas: possible association of G*0106 allele with preeclampsia and miscarriage.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-G
Pubmed	18765525	Beta2-microglobulin signaling blockade inhibited androgen receptor axis and caused apoptosis in human prostate cancer cells.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	B2M
Pubmed	34960717	INMI1 Zika Virus NS4B Antagonizes the Interferon Signaling by Suppressing STAT1 Phosphorylation.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	STAT1
Pubmed	23648836	Oligomeric states along the folding pathways of ?2-microglobulin: kinetics, thermodynamics, and structure.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	B2M
Pubmed	15280488	A short peptide at the amino terminus of the Sendai virus C protein acts as an independent element that induces STAT1 instability.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	STAT1
Pubmed	10912502	Effect of B2m gene disruption on MHC-determined odortypes.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	B2M
Pubmed	19436109	A partial form of recessive STAT1 deficiency in humans.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	STAT1
Pubmed	12440768	HLA-G protein processing and transport to the cell surface.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-G
Pubmed	18365402	Detection of soluble HLA-G and its correlation with kidney transplant outcome.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-G
Pubmed	18499249	The significance of soluble HLA-G plasma levels as well as messenger HLA-G for B-cell chronic lymphocytic leukemia (B-CLL).	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-G
Pubmed	11877296	Oncogenesis of multiple myeloma: 14q32 and 13q chromosomal abnormalities are not randomly distributed, but correlate with natural history, immunological features, and clinical presentation.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	B2M
Pubmed	17681531	Heat-induced conversion of beta(2)-microglobulin and hen egg-white lysozyme into amyloid fibrils.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	B2M
Pubmed	33598798	Elevated cerebrospinal fluid levels of beta-2-microglobulin in patients with Guillain-Barré syndrome and their correlations with clinical features.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	B2M
Pubmed	16482512	STAT-1-mediated repression of monocyte interleukin-10 gene expression in vivo.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	STAT1
Pubmed	22262126	Inhibition of STAT1 sensitizes renal cell carcinoma cells to radiotherapy and chemotherapy.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	STAT1
Pubmed	22750489	Impact of HLA-G 14-bp polymorphism on acute rejection and cytomegalovirus infection in kidney transplant recipients from northwestern China.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-G
Pubmed	27862183	The antiviral cytokine interferon-gamma restricts neural stem/progenitor cell proliferation through activation of STAT1 and modulation of retinoblastoma protein phosphorylation.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	STAT1
Pubmed	16159623	Respiratory syncytial virus infection in the absence of STAT 1 results in airway dysfunction, airway mucus, and augmented IL-17 levels.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	STAT1
Pubmed	19594299	Gene expression profiling in monocytes and SNP association suggest the importance of the STAT1 gene for osteoporosis in both Chinese and Caucasians.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	STAT1
Pubmed	29925658	The Methyltransferase-Like Domain of Chikungunya Virus nsP2 Inhibits the Interferon Response by Promoting the Nuclear Export of STAT1.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	STAT1
Pubmed	34718945	Immunogenicity and Safety of COVID-19 mRNA Vaccine in STAT1 GOF Patients.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	STAT1
Pubmed	14639610	Analysis of HLA antigen expression in benign and malignant melanocytic lesions reveals that upregulation of HLA-G expression correlates with malignant transformation, high inflammatory infiltration and HLA-A1 genotype.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-G
Pubmed	33283645	Renoprotective effect of 	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	STAT1
Pubmed	27706615	HLA-G genetic variants and hepatocellular carcinoma: a meta-analysis.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-G
Pubmed	23225015	?(2)-microglobulin amyloidosis.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	B2M
Pubmed	26634551	Relationship between the HLA-G 14 bp insertion/deletion polymorphism and susceptibility to autoimmune disease: a meta-analysis.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-G
Pubmed	29388862	HLA-G Gene Polymorphism in Egyptian Patients with Non-Hodgkin Lymphoma and its Clinical Outcome.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-G
Pubmed	8920884	Defective iron homeostasis in beta 2-microglobulin knockout mice recapitulates hereditary hemochromatosis in man.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	B2M
Pubmed	12097370	Thymic and extrathymic T cell development pathways follow different rules.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	B2M
Pubmed	21696824	HLA-G expression is irrelevant to prognosis in patients with acute myeloid leukemia.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-G
Pubmed	1744000	Characterization of an expressible nonclassical class I HLA gene.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-G
Pubmed	20473865	Serum sHLA-G levels: a useful indicator in distinguishing colorectal cancer from benign colorectal diseases.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-G
Pubmed	21612396	Association of HLA-G 3' UTR 14-bp insertion/deletion polymorphism with hepatocellular carcinoma susceptibility in a Chinese population.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	HLA-G
Pubmed	9148786	The role of MHC class I heterodimer expression in mouse ankylosing enthesopathy.	Pubmed	1.152E-4	5.534E-1	2.378E-4	2.153E-3	1	1	B2M
