Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
Pubmed	16786515	Novel and recurrent mutations in keratin KRT5 and KRT14 genes in epidermolysis bullosa simplex: implications for disease phenotype and keratin filament assembly.	Pubmed	1.148E-6	3.944E-3	8.517E-6	7.427E-5	2	2	KRT5,KRT14
Pubmed	7504553	Identification of the genetic locus for keratosis palmaris et plantaris on chromosome 17 near the RARA and keratin type I genes.	Pubmed	1.148E-6	3.944E-3	8.517E-6	7.427E-5	2	2	KRT9,KRT10
Pubmed	9790766	The two functional keratin 6 genes of mouse are differentially regulated and evolved independently from their human orthologs.	Pubmed	1.148E-6	3.944E-3	8.517E-6	7.427E-5	2	2	KRT6A,KRT6B
Pubmed	35054841	Premature Termination Codon in 5' Region of Desmoplakin and Plakoglobin Genes May Escape Nonsense-Mediated Decay through the Reinitiation of Translation.	Pubmed	1.148E-6	3.944E-3	8.517E-6	7.427E-5	2	2	JUP,DSP
Pubmed	10623642	Genomic organization and amplification of the human keratin 15 and keratin 19 genes.	Pubmed	1.148E-6	3.944E-3	8.517E-6	7.427E-5	2	2	KRT15,KRT19
Pubmed	9348293	The amino-terminal domain of desmoplakin binds to plakoglobin and clusters desmosomal cadherin-plakoglobin complexes.	Pubmed	1.148E-6	3.944E-3	8.517E-6	7.427E-5	2	2	JUP,DSP
Pubmed	2468493	Low level expression of cytokeratins 8, 18 and 19 in vascular smooth muscle cells of human umbilical cord and in cultured cells derived therefrom, with an analysis of the chromosomal locus containing the cytokeratin 19 gene.	Pubmed	1.148E-6	3.944E-3	8.517E-6	7.427E-5	2	2	KRT15,KRT19
Pubmed	16227835	Novel mutations in the helix termination motif of keratin 3 and keratin 12 in 2 Taiwanese families with Meesmann corneal dystrophy.	Pubmed	1.148E-6	3.944E-3	8.517E-6	7.427E-5	2	2	KRT3,KRT12
Pubmed	22098151	Pachyonychia congenita patients with mutations in KRT6A have more extensive disease compared with patients who have mutations in KRT16.	Pubmed	1.148E-6	3.944E-3	8.517E-6	7.427E-5	2	2	KRT6A,KRT16
Pubmed	15388990	Inducible mouse models for inherited skin diseases: implications for skin gene therapy.	Pubmed	1.148E-6	3.944E-3	8.517E-6	7.427E-5	2	2	KRT10,KRT14
Pubmed	33435173	Comprehensive Gene Expression Analyses of Immunohistochemically Defined Subgroups of Muscle-Invasive Urinary Bladder Urothelial Carcinoma.	Pubmed	1.148E-6	3.944E-3	8.517E-6	7.427E-5	2	2	KRT5,KRT6A
Pubmed	20871598	Keratin 17 promotes epithelial proliferation and tumor growth by polarizing the immune response in skin.	Pubmed	1.148E-6	3.944E-3	8.517E-6	7.427E-5	2	2	KRT14,KRT17
Pubmed	30066921	Screening diagnostic biomarkers of OSCC via an LCM-based proteomic approach.	Pubmed	1.148E-6	3.944E-3	8.517E-6	7.427E-5	2	2	KRT14,KRT17
Pubmed	20382700	Overexpression of galectin-7, a myoepithelial cell marker, enhances spontaneous metastasis of breast cancer cells.	Pubmed	1.148E-6	3.944E-3	8.517E-6	7.427E-5	2	2	LGALS7B,LGALS7
Pubmed	23498801	Galectin-7 in cardiac allografts in mice: increased expression compared with isografts and localization in infiltrating lymphocytes and vascular endothelial cells.	Pubmed	1.148E-6	3.944E-3	8.517E-6	7.427E-5	2	2	LGALS7B,LGALS7
Pubmed	2470667	Two type II keratin genes are localized on human chromosome 12.	Pubmed	1.148E-6	3.944E-3	8.517E-6	7.427E-5	2	2	KRT1,KRT6B
Pubmed	1717610	Hair-specific keratins: characterization and expression of a mouse type I keratin gene.	Pubmed	1.148E-6	3.944E-3	8.517E-6	7.427E-5	2	2	KRT10,KRT31
Pubmed	23569037	Autosomal-dominant Meesmann epithelial corneal dystrophy without an exon mutation in the keratin-3 or keratin-12 gene in a Chinese family.	Pubmed	1.148E-6	3.944E-3	8.517E-6	7.427E-5	2	2	KRT3,KRT12
Pubmed	29802338	Lack of plakoglobin impairs integrity and wound healing in corneal epithelium in mice.	Pubmed	1.148E-6	3.944E-3	8.517E-6	7.427E-5	2	2	JUP,KRT12
Pubmed	30021014	Analysis of KRT1, KRT10, KRT19, TP53 and MMP9 expression in pediatric and adult cholesteatoma.	Pubmed	1.148E-6	3.944E-3	8.517E-6	7.427E-5	2	2	KRT1,KRT10
Pubmed	9822705	cDNA cloning, expression, and assembly characteristics of mouse keratin 16.	Pubmed	1.148E-6	3.944E-3	8.517E-6	7.427E-5	2	2	KRT14,KRT16
Pubmed	1380725	Mutations in the rod domains of keratins 1 and 10 in epidermolytic hyperkeratosis.	Pubmed	1.148E-6	3.944E-3	8.517E-6	7.427E-5	2	2	KRT1,KRT10
Pubmed	18499686	The role of cytokeratin 5/6 as an adjunct diagnostic tool in breast core needle biopsies.	Pubmed	1.148E-6	3.944E-3	8.517E-6	7.427E-5	2	2	KRT5,KRT75
Pubmed	21373883	Re-assessing K15 as an epidermal stem cell marker.	Pubmed	1.148E-6	3.944E-3	8.517E-6	7.427E-5	2	2	KRT14,KRT15
Pubmed	1379726	Transgenic mice expressing a mutant keratin 10 gene reveal the likely genetic basis for epidermolytic hyperkeratosis.	Pubmed	1.148E-6	3.944E-3	8.517E-6	7.427E-5	2	2	KRT1,KRT10
Pubmed	6186381	The cDNA sequence of a human epidermal keratin: divergence of sequence but conservation of structure among intermediate filament proteins.	Pubmed	1.148E-6	3.944E-3	8.517E-6	7.427E-5	2	2	KRT14,KRT15
Pubmed	21900500	Novel function of keratins 5 and 14 in proliferation and differentiation of stratified epithelial cells.	Pubmed	1.148E-6	3.944E-3	8.517E-6	7.427E-5	2	2	KRT5,KRT14
Pubmed	22895363	Keratins mediate localization of hemidesmosomes and repress cell motility.	Pubmed	1.148E-6	3.944E-3	8.517E-6	7.427E-5	2	2	KRT5,KRT14
Pubmed	23662636	Collapse of the keratin filament network through the expression of mutant keratin 6c observed in a case of focal plantar keratoderma.	Pubmed	1.148E-6	3.944E-3	8.517E-6	7.427E-5	2	2	KRT6A,KRT6C
Pubmed	11703281	Keratin K6irs is specific to the inner root sheath of hair follicles in mice and humans.	Pubmed	1.148E-6	3.944E-3	8.517E-6	7.427E-5	2	2	KRT72,KRT71
Pubmed	25017986	In silico analysis of all point mutations on the 2B domain of K5/K14 causing epidermolysis bullosa simplex: a genotype-phenotype correlation.	Pubmed	1.148E-6	3.944E-3	8.517E-6	7.427E-5	2	2	KRT5,KRT14
Pubmed	10903910	Genomic organization and amplification of the human epidermal type II keratin genes K1 and K5.	Pubmed	1.148E-6	3.944E-3	8.517E-6	7.427E-5	2	2	KRT1,KRT5
Pubmed	27240462	The unique luminal staining pattern of cytokeratin 5/6 in adenoid cystic carcinoma of the breast may aid in differentiating it from its mimickers.	Pubmed	1.148E-6	3.944E-3	8.517E-6	7.427E-5	2	2	KRT72,KRT5
Pubmed	21375516	Mutations in KRT5 and KRT14 cause epidermolysis bullosa simplex in 75% of the patients.	Pubmed	1.148E-6	3.944E-3	8.517E-6	7.427E-5	2	2	KRT5,KRT14
Pubmed	7512983	Genetic mutations in the K1 and K10 genes of patients with epidermolytic hyperkeratosis. Correlation between location and disease severity.	Pubmed	1.148E-6	3.944E-3	8.517E-6	7.427E-5	2	2	KRT1,KRT10
Pubmed	34830328	Keratins as an Inflammation Trigger Point in Epidermolysis Bullosa Simplex.	Pubmed	1.148E-6	3.944E-3	8.517E-6	7.427E-5	2	2	KRT5,KRT14
Pubmed	7534301	Cloning, expression, and chromosome mapping of human galectin-7.	Pubmed	1.148E-6	3.944E-3	8.517E-6	7.427E-5	2	2	LGALS7B,LGALS7
Pubmed	21677144	Galectin-7 modulates the length of the primary cilia and wound repair in polarized kidney epithelial cells.	Pubmed	1.148E-6	3.944E-3	8.517E-6	7.427E-5	2	2	LGALS7B,LGALS7
Pubmed	26871637	Widespread Expansion of Protein Interaction Capabilities by Alternative Splicing.	Pubmed	1.222E-6	4.199E-3	9.050E-6	7.891E-5	8	742	KRT6A,JUP,KRT13,KRT15,KRT19,KRT31,KRT33B,KRT38
Pubmed	22951731	Epidermal inactivation of the glucocorticoid receptor triggers skin barrier defects and cutaneous inflammation.	Pubmed	1.337E-6	4.594E-3	9.880E-6	8.615E-5	3	20	KRT5,KRT10,KRT77
Pubmed	27229929	Systematic interactome mapping of acute lymphoblastic leukemia cancer gene products reveals EXT-1 tumor suppressor as a Notch1 and FBWX7 common interactor.	Pubmed	1.380E-6	4.743E-3	1.018E-5	8.875E-5	5	176	KRT6A,KRT6B,KRT15,KRT6C,KRT19
Pubmed	28688895	Differential requirement of SUFU in tissue development discovered in a hypomorphic mouse model.	Pubmed	1.559E-6	5.356E-3	1.140E-5	9.936E-5	3	21	KRT5,KRT10,KRT14
Pubmed	26438362	The role of group IIF-secreted phospholipase A2 in epidermal homeostasis and hyperplasia.	Pubmed	1.559E-6	5.356E-3	1.140E-5	9.936E-5	3	21	KRT1,KRT5,KRT14
Pubmed	22434869	Dermal ?-catenin activity in response to epidermal Wnt ligands is required for fibroblast proliferation and hair follicle initiation.	Pubmed	1.559E-6	5.356E-3	1.140E-5	9.936E-5	3	21	KRT10,KRT14,KRT17
Pubmed	16054035	Shh controls epithelial proliferation via independent pathways that converge on N-Myc.	Pubmed	1.559E-6	5.356E-3	1.140E-5	9.936E-5	3	21	KRT10,KRT14,KRT17
Pubmed	31253590	ARIH2 Is a Vif-Dependent Regulator of CUL5-Mediated APOBEC3G Degradation in HIV Infection.	Pubmed	1.687E-6	5.796E-3	1.231E-5	1.073E-4	6	336	KRT72,KRT1,KRT2,KRT9,KRT10,KRT14
Pubmed	16462742	Morphogenesis in skin is governed by discrete sets of differentially expressed microRNAs.	Pubmed	1.804E-6	6.197E-3	1.309E-5	1.142E-4	3	22	KRT1,KRT5,KRT31
Pubmed	25329657	BMP-FGF signaling axis mediates Wnt-induced epidermal stratification in developing mammalian skin.	Pubmed	1.804E-6	6.197E-3	1.309E-5	1.142E-4	3	22	KRT1,KRT5,KRT10
Pubmed	29478914	Genome-wide CRISPR-Cas9 Screen Identifies Leukemia-Specific Dependence on a Pre-mRNA Metabolic Pathway Regulated by DCPS.	Pubmed	1.806E-6	6.205E-3	1.309E-5	1.142E-4	6	340	KRT2,KRT5,KRT9,KRT10,KRT14,FLG2
Pubmed	23455924	A Y2H-seq approach defines the human protein methyltransferase interactome.	Pubmed	1.868E-6	6.419E-3	1.351E-5	1.178E-4	6	342	KRT6A,KRT6B,KRT17,KRT19,KRT33B,KRT222
Pubmed	19571816	Transient expression of ephrin b2 in perinatal skin is required for maintenance of keratinocyte homeostasis.	Pubmed	2.073E-6	7.121E-3	1.490E-5	1.299E-4	3	23	KRT5,KRT10,KRT14
Pubmed	19494835	The epidermal differentiation-associated Grainyhead gene Get1/Grhl3 also regulates urothelial differentiation.	Pubmed	2.073E-6	7.121E-3	1.490E-5	1.299E-4	3	23	KRT20,KRT6A,KRT6B
Pubmed	11487543	Intestinal epithelial cells secrete exosome-like vesicles.	Pubmed	2.073E-6	7.121E-3	1.490E-5	1.299E-4	3	23	KRT1,KRT9,KRT10
Pubmed	24043783	Actin-related protein2/3 complex regulates tight junctions and terminal differentiation to promote epidermal barrier formation.	Pubmed	2.367E-6	8.132E-3	1.691E-5	1.474E-4	3	24	KRT1,KRT5,KRT14
Pubmed	21803035	Kruppel-like factor 5 is required for formation and differentiation of the bladder urothelium.	Pubmed	2.367E-6	8.132E-3	1.691E-5	1.474E-4	3	24	KRT20,KRT5,KRT14
Pubmed	28604778	p63 exerts spatio-temporal control of palatal epithelial cell fate to prevent cleft palate.	Pubmed	2.367E-6	8.132E-3	1.691E-5	1.474E-4	3	24	JUP,KRT14,KRT17
Pubmed	23906066	Insulin/IGF-1 controls epidermal morphogenesis via regulation of FoxO-mediated p63 inhibition.	Pubmed	2.687E-6	9.234E-3	1.908E-5	1.664E-4	3	25	KRT10,KRT14,KRT15
Pubmed	30220568	Single Cell and Open Chromatin Analysis Reveals Molecular Origin of Epidermal Cells of the Skin.	Pubmed	2.687E-6	9.234E-3	1.908E-5	1.664E-4	3	25	KRT5,KRT10,KRT14
Pubmed	17388661	Exquisite sensitivity of TP53 mutant and basal breast cancers to a dose-dense epirubicin-cyclophosphamide regimen.	Pubmed	2.687E-6	9.234E-3	1.908E-5	1.664E-4	3	25	KRT72,KRT5,KRT17
Pubmed	31267705	Regulation of MAGE-A3/6 by the CRL4-DCAF12 ubiquitin ligase and nutrient availability.	Pubmed	2.748E-6	9.443E-3	1.947E-5	1.698E-4	4	89	KRT1,KRT9,FLG2,DSG1
Pubmed	24276085	The hippo pathway is activated and is a causal mechanism for adipogenesis in arrhythmogenic cardiomyopathy.	Pubmed	3.437E-6	1.181E-2	2.233E-5	1.947E-4	2	3	JUP,DSP
Pubmed	27130144	Cytokeratin 5/6 and P63 immunophenotype of thyroid lymphoepithelial complexes.	Pubmed	3.437E-6	1.181E-2	2.233E-5	1.947E-4	2	3	KRT5,KRT75
Pubmed	32484238	Next-generation sequencing through multigene panel testing for the diagnosis of hereditary epidermolysis bullosa in Chinese population.	Pubmed	3.437E-6	1.181E-2	2.233E-5	1.947E-4	2	3	KRT5,KRT14
Pubmed	23403047	Defects of filaggrin-like proteins in both lesional and nonlesional atopic skin.	Pubmed	3.437E-6	1.181E-2	2.233E-5	1.947E-4	2	3	HRNR,FLG2
Pubmed	15958565	A novel function for galectin-7: promoting tumorigenesis by up-regulating MMP-9 gene expression.	Pubmed	3.437E-6	1.181E-2	2.233E-5	1.947E-4	2	3	LGALS7B,LGALS7
Pubmed	18285451	Stress-induced recruitment of epiplakin to keratin networks increases their resistance to hyperphosphorylation-induced disruption.	Pubmed	3.437E-6	1.181E-2	2.233E-5	1.947E-4	2	3	KRT5,KRT14
Pubmed	31307407	Association of Cytokeratin 5 and Claudin 3 expression with BRCA1 and BRCA2 germline mutations in women with early breast cancer.	Pubmed	3.437E-6	1.181E-2	2.233E-5	1.947E-4	2	3	KRT5,KRT14
Pubmed	33055419	Galectin-7 downregulation in lesional keratinocytes contributes to enhanced IL-17A signaling and skin pathology in psoriasis.	Pubmed	3.437E-6	1.181E-2	2.233E-5	1.947E-4	2	3	LGALS7B,LGALS7
Pubmed	8603923	Gene targeting at the mouse cytokeratin 10 locus: severe skin fragility and changes of cytokeratin expression in the epidermis.	Pubmed	3.437E-6	1.181E-2	2.233E-5	1.947E-4	2	3	KRT1,KRT10
Pubmed	20151404	The ubiquitin ligase CHIP/STUB1 targets mutant keratins for degradation.	Pubmed	3.437E-6	1.181E-2	2.233E-5	1.947E-4	2	3	KRT5,KRT14
Pubmed	22553810	Comparison of immunohistochemical staining in breast papillary neoplasms of cytokeratin 5/6 and p63 in core needle biopsies and surgical excisions.	Pubmed	3.437E-6	1.181E-2	2.233E-5	1.947E-4	2	3	KRT72,KRT5
Pubmed	27884045	Retinoic acid signaling regulates Krt5 and Krt14 independently of stem cell markers in submandibular salivary gland epithelium.	Pubmed	3.437E-6	1.181E-2	2.233E-5	1.947E-4	2	3	KRT5,KRT14
Pubmed	28490445	Serological Epithelial Component Proteins Identify Intestinal Complications in Crohn's Disease.	Pubmed	3.437E-6	1.181E-2	2.233E-5	1.947E-4	2	3	DSG1,DSP
Pubmed	17650314	Use of immunohistochemical markers can refine prognosis in triple negative breast cancer.	Pubmed	3.437E-6	1.181E-2	2.233E-5	1.947E-4	2	3	KRT5,KRT6A
Pubmed	9739078	VE-cadherin and desmoplakin are assembled into dermal microvascular endothelial intercellular junctions: a pivotal role for plakoglobin in the recruitment of desmoplakin to intercellular junctions.	Pubmed	3.437E-6	1.181E-2	2.233E-5	1.947E-4	2	3	JUP,DSP
Pubmed	19882246	BRCA1 transcriptionally regulates genes associated with the basal-like phenotype in breast cancer.	Pubmed	3.437E-6	1.181E-2	2.233E-5	1.947E-4	2	3	KRT5,KRT17
Pubmed	7539673	Keratin 16 and keratin 17 mutations cause pachyonychia congenita.	Pubmed	3.437E-6	1.181E-2	2.233E-5	1.947E-4	2	3	KRT16,KRT17
Pubmed	25643514	Expression of cytokeratin 7, 20, 14 in urothelial carcinoma and squamous cell carcinoma of the Egyprian urinary bladder cancer.	Pubmed	3.437E-6	1.181E-2	2.233E-5	1.947E-4	2	3	KRT20,KRT14
Pubmed	16823493	Suppression of canonical Wnt/beta-catenin signaling by nuclear plakoglobin recapitulates phenotype of arrhythmogenic right ventricular cardiomyopathy.	Pubmed	3.437E-6	1.181E-2	2.233E-5	1.947E-4	2	3	JUP,DSP
Pubmed	2451124	A group of type I keratin genes on human chromosome 17: characterization and expression.	Pubmed	3.437E-6	1.181E-2	2.233E-5	1.947E-4	2	3	KRT14,KRT16
Pubmed	7983064	Posttranslational regulation of plakoglobin expression. Influence of the desmosomal cadherins on plakoglobin metabolic stability.	Pubmed	3.437E-6	1.181E-2	2.233E-5	1.947E-4	2	3	JUP,DSG1
Pubmed	26162297	Expression Analysis of DGKK during External Genitalia Formation.	Pubmed	3.437E-6	1.181E-2	2.233E-5	1.947E-4	2	3	KRT10,KRT14
Pubmed	9443898	Coexpression of both types of desmosomal cadherin and plakoglobin confers strong intercellular adhesion.	Pubmed	3.437E-6	1.181E-2	2.233E-5	1.947E-4	2	3	JUP,DSG1
Pubmed	7509717	Ornithine decarboxylase expression in cutaneous papillomas in SENCAR mice is associated with altered expression of keratins 1 and 10.	Pubmed	3.437E-6	1.181E-2	2.233E-5	1.947E-4	2	3	KRT1,KRT10
Pubmed	7531631	Expression of keratins K12, K4 and K14 during development of ocular surface epithelium.	Pubmed	3.437E-6	1.181E-2	2.233E-5	1.947E-4	2	3	KRT12,KRT14
Pubmed	22170488	Aldo-keto reductase 1C3 is expressed in differentiated human epidermis, affects keratinocyte differentiation, and is upregulated in atopic dermatitis.	Pubmed	3.437E-6	1.181E-2	2.233E-5	1.947E-4	2	3	KRT5,KRT10
Pubmed	22251572	EC-SOD induces apoptosis through COX-2 and galectin-7 in the epidermis.	Pubmed	3.437E-6	1.181E-2	2.233E-5	1.947E-4	2	3	LGALS7B,LGALS7
Pubmed	18005116	Keratin and filaggrin expression in keratoacanthoma.	Pubmed	3.437E-6	1.181E-2	2.233E-5	1.947E-4	2	3	KRT14,KRT16
Pubmed	25225338	Disease mutations in desmoplakin inhibit Cx43 membrane targeting mediated by desmoplakin-EB1 interactions.	Pubmed	3.437E-6	1.181E-2	2.233E-5	1.947E-4	2	3	JUP,DSP
Pubmed	23398472	The immunohistochemical differential diagnosis of microcystic adnexal carcinoma, desmoplastic trichoepithelioma and morpheaform basal cell carcinoma using BerEP4 and stem cell markers.	Pubmed	3.437E-6	1.181E-2	2.233E-5	1.947E-4	2	3	KRT15,KRT19
Pubmed	24940650	Interaction of plectin with keratins 5 and 14: dependence on several plectin domains and keratin quaternary structure.	Pubmed	3.437E-6	1.181E-2	2.233E-5	1.947E-4	2	3	KRT5,KRT14
Pubmed	18637039	Effects of extracellular calcium on the growth-differentiation switch in immortalized keratinocyte HaCaT cells compared with normal human keratinocytes.	Pubmed	3.437E-6	1.181E-2	2.233E-5	1.947E-4	2	3	KRT1,KRT10
Pubmed	35078507	KRT13 promotes stemness and drives metastasis in breast cancer through a plakoglobin/c-Myc signaling pathway.	Pubmed	3.437E-6	1.181E-2	2.233E-5	1.947E-4	2	3	JUP,KRT13
Pubmed	29743728	Spatially correlated phenotyping reveals K5-positive luminal progenitor cells and p63-K5/14-positive stem cell-like cells in human breast epithelium.	Pubmed	3.437E-6	1.181E-2	2.233E-5	1.947E-4	2	3	KRT5,KRT14
Pubmed	22276604	Gastro-oesophageal reflux disease is associated with up-regulation of desmosomal components in oesophageal mucosa.	Pubmed	3.437E-6	1.181E-2	2.233E-5	1.947E-4	2	3	JUP,DSG1
Pubmed	28576737	Nrf2 Promotes Keratinocyte Proliferation in Psoriasis through Up-Regulation of Keratin 6, Keratin 16, and Keratin 17.	Pubmed	3.437E-6	1.181E-2	2.233E-5	1.947E-4	2	3	KRT16,KRT17
Pubmed	24326984	Cytokeratin 5/6, c-Met expressions, and PTEN loss prognostic indicators in triple-negative breast cancer.	Pubmed	3.437E-6	1.181E-2	2.233E-5	1.947E-4	2	3	KRT5,KRT6A
Pubmed	25742793	Cytokeratin 5/6 fingerprinting in HER2-positive tumors identifies a poor prognosis and trastuzumab-resistant basal-HER2 subtype of breast cancer.	Pubmed	3.437E-6	1.181E-2	2.233E-5	1.947E-4	2	3	KRT5,KRT75
Pubmed	25854400	Effects of EGFR, CK19, CK20 and Survinin gene expression on radiotherapy results in patients with locally advanced head and neck cancer.	Pubmed	3.437E-6	1.181E-2	2.233E-5	1.947E-4	2	3	KRT20,KRT19
Pubmed	18496566	Plakoglobin is required for effective intermediate filament anchorage to desmosomes.	Pubmed	3.437E-6	1.181E-2	2.233E-5	1.947E-4	2	3	JUP,DSP
Pubmed	14761598	[Expression of cytokeratins and ret in thyroid papillary carcinoma].	Pubmed	3.437E-6	1.181E-2	2.233E-5	1.947E-4	2	3	KRT17,KRT19
Pubmed	7738346	Plakoglobin binding by human Dsg3 (pemphigus vulgaris antigen) in keratinocytes requires the cadherin-like intracytoplasmic segment.	Pubmed	3.437E-6	1.181E-2	2.233E-5	1.947E-4	2	3	JUP,DSG1
Pubmed	32168425	Ozone therapy promotes the differentiation of basal keratinocytes via increasing Tp63-mediated transcription of KRT10 to improve psoriasis.	Pubmed	3.437E-6	1.181E-2	2.233E-5	1.947E-4	2	3	KRT72,KRT10
Pubmed	8823373	Genomic characterization of the human type I cuticular hair keratin hHa2 and identification of an adjacent novel type I hair keratin gene hHa5.	Pubmed	3.437E-6	1.181E-2	2.233E-5	1.947E-4	2	3	KRT32,KRT35
Pubmed	17562024	Large-scale identification of human genes implicated in epidermal barrier function.	Pubmed	4.726E-6	1.624E-2	3.058E-5	2.666E-4	3	30	KRT10,DSG1,SBSN
Pubmed	25546423	iRhom2 mutation leads to aberrant hair follicle differentiation in mice.	Pubmed	4.726E-6	1.624E-2	3.058E-5	2.666E-4	3	30	KRT72,KRT14,KRT71
Pubmed	19815544	Regulated endoplasmic reticulum-associated degradation of a polytopic protein: p97 recruits proteasomes to Insig-1 before extraction from membranes.	Pubmed	5.765E-6	1.981E-2	3.723E-5	3.247E-4	3	32	JUP,DSP,LGALS7
Pubmed	27609421	TNIP2 is a Hub Protein in the NF-?B Network with Both Protein and RNA Mediated Interactions.	Pubmed	6.053E-6	2.080E-2	3.902E-5	3.403E-4	8	922	KRT1,KRT5,KRT6A,KRT9,KRT10,KRT14,KRT19,KRT31
Pubmed	27414999	Polycomb-Mediated Repression and Sonic Hedgehog Signaling Interact to Regulate Merkel Cell Specification during Skin Development.	Pubmed	6.337E-6	2.177E-2	4.077E-5	3.555E-4	3	33	KRT20,KRT5,KRT14
Pubmed	12791272	c-Jun regulates eyelid closure and skin tumor development through EGFR signaling.	Pubmed	6.870E-6	2.360E-2	4.185E-5	3.649E-4	2	4	KRT5,KRT10
Pubmed	18597104	Cell-type-specific expression of murine multifunctional galectin-3 and its association with follicular atresia/luteolysis in contrast to pro-apoptotic galectins-1 and -7.	Pubmed	6.870E-6	2.360E-2	4.185E-5	3.649E-4	2	4	LGALS7B,LGALS7
Pubmed	18802465	A mouse model of harlequin ichthyosis delineates a key role for Abca12 in lipid homeostasis.	Pubmed	6.870E-6	2.360E-2	4.185E-5	3.649E-4	2	4	KRT10,KRT14
Pubmed	17706016	Murine homodimeric adhesion/growth-regulatory galectins-1, -2 and -7: comparative profiling of gene/ promoter sequences by database mining, of expression by RT-PCR/immunohistochemistry and of contact sites for carbohydrate ligands by computational chemistry.	Pubmed	6.870E-6	2.360E-2	4.185E-5	3.649E-4	2	4	LGALS7B,LGALS7
Pubmed	27693698	Identification of a new sweat gland progenitor population in mice and the role of their niche in tissue development.	Pubmed	6.870E-6	2.360E-2	4.185E-5	3.649E-4	2	4	KRT5,KRT15
Pubmed	9457912	Characterization and chromosomal localization of human hair-specific keratin genes and comparative expression during the hair growth cycle.	Pubmed	6.870E-6	2.360E-2	4.185E-5	3.649E-4	2	4	KRT14,KRT31
Pubmed	23775923	An allelic series of Trp63 mutations defines TAp63 as a modifier of EEC syndrome.	Pubmed	6.870E-6	2.360E-2	4.185E-5	3.649E-4	2	4	KRT10,KRT14
Pubmed	18705345	Detection of circulating gastric cancer cells in peripheral blood using real time quantitative RT-PCR.	Pubmed	6.870E-6	2.360E-2	4.185E-5	3.649E-4	2	4	KRT20,KRT19
Pubmed	15086023	Anatomical studies of the mouse genital tubercle.	Pubmed	6.870E-6	2.360E-2	4.185E-5	3.649E-4	2	4	KRT10,KRT14
Pubmed	12847106	Plakoglobin is O-glycosylated close to the N-terminal destruction box.	Pubmed	6.870E-6	2.360E-2	4.185E-5	3.649E-4	2	4	JUP,DSG1
Pubmed	22889254	Detection of genomic deletions of PKP2 in arrhythmogenic right ventricular cardiomyopathy.	Pubmed	6.870E-6	2.360E-2	4.185E-5	3.649E-4	2	4	JUP,DSP
Pubmed	29518391	Regulation of keratin 5/14 intermediate filaments by CDK1, Aurora-B, and Rho-kinase.	Pubmed	6.870E-6	2.360E-2	4.185E-5	3.649E-4	2	4	KRT5,KRT14
Pubmed	9054461	Phosphorylation of human keratin 8 in vivo at conserved head domain serine 23 and at epidermal growth factor-stimulated tail domain serine 431.	Pubmed	6.870E-6	2.360E-2	4.185E-5	3.649E-4	2	4	KRT6A,KRT6C
Pubmed	32417257	Pontin-deficiency causes senescence in fibroblast cells and epidermal keratinocytes but induces apoptosis in cancer cells.	Pubmed	6.870E-6	2.360E-2	4.185E-5	3.649E-4	2	4	KRT10,KRT14
Pubmed	23226340	A spontaneous Fatp4/Scl27a4 splice site mutation in a new murine model for congenital ichthyosis.	Pubmed	6.870E-6	2.360E-2	4.185E-5	3.649E-4	2	4	KRT1,KRT14
Pubmed	9261168	Two-hybrid analysis reveals fundamental differences in direct interactions between desmoplakin and cell type-specific intermediate filaments.	Pubmed	6.870E-6	2.360E-2	4.185E-5	3.649E-4	2	4	KRT1,DSP
Pubmed	11997112	Cloning and expression of a novel human galectin cDNA, predominantly expressed in placenta(1).	Pubmed	6.870E-6	2.360E-2	4.185E-5	3.649E-4	2	4	LGALS7B,LGALS7
Pubmed	11878758	Asymmetrical morphogenesis and medio-lateral positioning of molars during mouse development.	Pubmed	6.870E-6	2.360E-2	4.185E-5	3.649E-4	2	4	JUP,DSG1
Pubmed	12426320	The Armadillo family protein p0071 is a VE-cadherin- and desmoplakin-binding protein.	Pubmed	6.870E-6	2.360E-2	4.185E-5	3.649E-4	2	4	JUP,DSP
Pubmed	17202344	Thymus medulla formation and central tolerance are restored in IKKalpha-/- mice that express an IKKalpha transgene in keratin 5+ thymic epithelial cells.	Pubmed	6.870E-6	2.360E-2	4.185E-5	3.649E-4	2	4	KRT5,KRT14
Pubmed	8858175	Targeted mutation of plakoglobin in mice reveals essential functions of desmosomes in the embryonic heart.	Pubmed	6.870E-6	2.360E-2	4.185E-5	3.649E-4	2	4	JUP,DSP
Pubmed	26690418	Spatiotemporal Expression of p63 in Mouse Epidermal Commitment.	Pubmed	6.870E-6	2.360E-2	4.185E-5	3.649E-4	2	4	KRT5,KRT14
Pubmed	17409114	The Mrj co-chaperone mediates keratin turnover and prevents the formation of toxic inclusion bodies in trophoblast cells of the placenta.	Pubmed	6.870E-6	2.360E-2	4.185E-5	3.649E-4	2	4	KRT19,DSP
Pubmed	12194966	Galectins-3 and -7, but not galectin-1, play a role in re-epithelialization of wounds.	Pubmed	6.870E-6	2.360E-2	4.185E-5	3.649E-4	2	4	LGALS7B,LGALS7
Pubmed	9630597	Protein-protein interactions between keratin polypeptides expressed in the yeast two-hybrid system.	Pubmed	6.870E-6	2.360E-2	4.185E-5	3.649E-4	2	4	KRT72,KRT17
